event_pk,date,survey,site_id,nh4_,tp,tdp,tn,tdn,no2_no3_um,po4,sio2,nh4__flag,tp_flag,tdp_flag,tn_flag,tdn_flag,no2_no3_flag,po4_flag,sio2_flag,analyzing_lab,row_flag,quality_level
3665,4/23/2013,FGS,626 OUTLET,NA,6.1,NA,268,225.3,NA,NA,NA,"NA",AV,BDL,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3666,4/23/2013,FGS,819 OUTLET,NA,NA,2.1,203.5,199.4,NA,NA,NA,"NA",BDL,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3667,4/23/2013,FGS,844 OUTLET,NA,NA,25.8,239.3,176.3,NA,NA,NA,"NA",BDL,SVC,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3668,4/23/2013,FGS,693 OUTLET,NA,NA,NA,123.2,113.6,NA,NA,NA,"NA",BDL,BDL,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3669,4/23/2013,FGS,703 OUTLET,NA,NA,17.2,81.5,81.8,NA,NA,NA,"NA",BDL,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3670,4/23/2013,FGS,708 OUTLET,NA,2.7,4,181.7,135.2,NA,NA,NA,"NA",AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3671,5/9/2013,FGS,819 OUTLET,31.5,4.4,4.7,221.6,227.9,NA,NA,NA,SVC,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3672,5/9/2013,FGS,844 OUTLET,40.8,6.9,11.2,264.4,226.9,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3673,5/9/2013,FGS,693 OUTLET,NA,7.6,7.7,158.2,186.7,NA,NA,NA,BDL,AV,AV,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3674,5/9/2013,FGS,703 OUTLET,NA,4,2.3,90.3,112.8,NA,NA,NA,BDL,AV,AV,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3675,5/9/2013,FGS,708 OUTLET,28.7,NA,3.2,180,188.3,NA,NA,NA,SVC,BDL,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3676,5/9/2013,FGS,626 OUTLET,71.8,11.2,7.9,324.2,315.9,NA,NA,NA,SVC,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3676,5/9/2013,FGS,626 OUTLET,NA,7.8,5.7,315.9,309.5,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3678,5/17/2013,FGS,626 OUTLET,43.4,10.3,8.2,267.1,311.9,NA,NA,NA,SVC,AV,AV,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3679,5/17/2013,FGS,708 OUTLET,34.8,5.5,23.8,150,195.3,NA,NA,NA,SVC,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3680,5/17/2013,FGS,703 OUTLET,42.6,15.1,NA,92.6,141.1,NA,NA,NA,SVC,AV,BDL,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3681,5/17/2013,FGS,693 OUTLET,42.1,7.3,16.1,131,174.5,NA,NA,NA,SVC,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3682,5/17/2013,FGS,844 OUTLET,40.7,3.5,9.7,231,256,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3683,5/17/2013,FGS,819 OUTLET,47.4,8.8,2277.7,237.5,314.5,NA,NA,NA,SVC,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3684,5/17/2013,FGS,1015 OUTLET,NA,47.8,19.3,199.8,204.7,NA,NA,NA,BDL,SVC,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3685,5/28/2013,FGS,626 OUTLET,NA,9.1,2.5,328.9,579.2,NA,NA,NA,BDL,AV,AV,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3686,5/28/2013,FGS,708 OUTLET,NA,7.5,NA,232,230.2,NA,NA,NA,BDL,AV,BDL,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3687,5/28/2013,FGS,703 OUTLET,46.6,15.4,3065.8,166.8,201.2,NA,NA,NA,SVC,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3688,5/28/2013,FGS,693 OUTLET,42,5.5,6.1,222.1,199,NA,NA,NA,SVC,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3689,5/28/2013,FGS,844 OUTLET,NA,6.5,8.5,274.1,253.6,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3690,5/28/2013,FGS,819 OUTLET,NA,7.2,NA,272.8,257.6,NA,NA,NA,BDL,AV,BDL,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3691,5/28/2013,FGS,1015 OUTLET,NA,91.4,21.5,265.6,270.2,NA,NA,NA,BDL,SVD,SVC,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3691,5/28/2013,FGS,1015 OUTLET,NA,14.7,10.1,559.3,236.3,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3691,5/28/2013,FGS,1015 OUTLET,26.7,5.6,12.7,239.7,246.4,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3691,5/28/2013,FGS,1015 OUTLET,NA,40.7,36,281.3,233.1,NA,NA,NA,BDL,SVC,SVC,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3695,6/11/2013,FGS,626 OUTLET,35.8,11.8,69,416.5,388.8,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3696,6/11/2013,FGS,708 OUTLET,27.9,5.4,8.2,222.8,203.1,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3697,6/11/2013,FGS,703 OUTLET,NA,6.1,204.5,181.5,170.9,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3698,6/11/2013,FGS,693 OUTLET,21.4,11.3,1181.3,219.1,261.6,NA,NA,NA,SVC,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3699,6/11/2013,FGS,844 OUTLET,35.7,5.5,45.2,316.9,313.2,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3700,6/11/2013,FGS,819 OUTLET,NA,6.4,51.5,340.2,305,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3700,6/11/2013,FGS,819 OUTLET,26.5,7.1,29.2,327,312.3,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3702,6/11/2013,FGS,1015 OUTLET,NA,4.8,173.4,232,220.3,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3702,6/11/2013,FGS,1015 OUTLET,NA,6.1,58.6,240.5,228.7,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3704,6/25/2013,FGS,626 OUTLET,21.2,11,32.5,467.6,435.1,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3705,6/25/2013,FGS,1015 OUTLET,27.3,13.8,16.7,310.7,331.2,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3706,6/25/2013,FGS,819 OUTLET,33.2,6.1,21.7,422,390.3,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3707,6/25/2013,FGS,844 OUTLET,29.1,10.3,18.8,372,336.1,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3708,6/25/2013,FGS,693 OUTLET,NA,3.9,12.5,224.3,224.8,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3709,6/25/2013,FGS,703 OUTLET,NA,7.8,57.8,263.8,250.8,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3709,6/25/2013,FGS,703 OUTLET,NA,8.2,15.3,255.9,245.1,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3709,6/25/2013,FGS,703 OUTLET,NA,5.6,16.6,261.7,249.9,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3712,6/25/2013,FGS,708 OUTLET,20.9,19.8,33.4,255.2,244.3,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3713,7/9/2013,FGS,1015 OUTLET,NA,9.7,351.6,234.1,251.7,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3714,7/9/2013,FGS,819 OUTLET,NA,4.8,5.4,312.8,310.2,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3714,7/9/2013,FGS,819 OUTLET,NA,5,87.5,309,314.1,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3716,7/9/2013,FGS,844 OUTLET,NA,7.7,3.8,279.3,287.9,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3717,7/9/2013,FGS,693 OUTLET,NA,8.1,5.2,225.7,231.1,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3718,7/9/2013,FGS,703 OUTLET,NA,2,17.5,204,234.8,NA,NA,NA,BDL,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3719,7/9/2013,FGS,708 OUTLET,NA,4.4,9.3,246.2,233.2,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3720,7/9/2013,FGS,626 OUTLET,NA,476,11.1,425.7,421.5,NA,NA,NA,BDL,SVD,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3721,7/23/2013,FGS,708 OUTLET,24.1,NA,10.1,300.9,329.8,NA,NA,NA,SVC,BDL,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3722,7/23/2013,FGS,703 OUTLET,NA,8.2,10.5,257.9,314.8,NA,NA,NA,BDL,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3723,7/23/2013,FGS,693 OUTLET,NA,10.6,10.8,281.4,283.1,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3724,7/23/2013,FGS,626 OUTLET,NA,13.4,NA,414.6,NA,NA,NA,NA,"NA",AV,BDL,AV,BDL,"NA","NA","NA",NRAL,Results,Principal Investigator
3725,7/23/2013,FGS,844 OUTLET,NA,6.1,4,353.7,243.3,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3725,7/23/2013,FGS,844 OUTLET,NA,11.9,5.8,450,313.9,NA,NA,NA,BDL,AV,AV,SVC,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3727,7/23/2013,FGS,1015 OUTLET,NA,5.6,7.9,274,296.3,NA,NA,NA,BDL,AV,SVD,AV,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3728,7/23/2013,FGS,819 OUTLET,NA,NA,NA,349.8,NA,NA,NA,NA,"NA",BDL,BDL,AV,BDL,"NA","NA","NA",NRAL,Results,Principal Investigator
3725,7/23/2013,FGS,844 OUTLET,24.1,NA,26.4,301.1,307.3,NA,NA,NA,SVC,BDL,SVC,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3730,8/5/2013,FGS,1015 OUTLET,NA,13.5,49.3,382.5,440.6,NA,NA,NA,BDL,AV,SVD,SVC,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3731,8/5/2013,FGS,819 OUTLET,NA,8.1,45.6,450.5,510.4,NA,NA,NA,BDL,AV,SVD,SVC,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3732,8/5/2013,FGS,844 OUTLET,30.4,8.6,68.8,371,402.8,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3733,8/5/2013,FGS,626 OUTLET,33.9,3.9,15.8,231.6,345.4,NA,NA,NA,SVC,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3734,8/5/2013,FGS,708 OUTLET,36.1,3.9,13.1,239.4,276.1,NA,NA,NA,SVC,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3735,8/5/2013,FGS,703 OUTLET,NA,NA,6,179,197.8,NA,NA,NA,BDL,BDL,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3736,8/5/2013,FGS,693 OUTLET,22.1,6.7,27.9,308.2,347.7,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3736,8/5/2013,FGS,693 OUTLET,24.8,3.7,22.5,370.1,387.4,NA,NA,NA,SVC,AV,SVD,SVC,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3736,8/5/2013,FGS,693 OUTLET,30,4,22.6,315.8,318.1,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3739,8/19/2013,FGS,819 OUTLET,49.8,7.7,8.4,467.4,488.5,NA,NA,NA,SVC,AV,AV,SVC,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3740,8/19/2013,FGS,844 OUTLET,35.1,4.9,10.6,463.6,530,NA,NA,NA,SVC,AV,SVD,SVC,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3741,8/19/2013,FGS,693 OUTLET,NA,6,16.9,240.5,236.4,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3742,8/19/2013,FGS,626 OUTLET,35.5,17.1,16.2,613.4,546,NA,NA,NA,SVC,AV,AV,SVC,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3743,8/19/2013,FGS,708 OUTLET,20.7,8.5,7.8,382.8,332.4,NA,NA,NA,SVC,AV,AV,SVC,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3743,8/19/2013,FGS,708 OUTLET,56.4,7.3,8.1,366.5,400.5,NA,NA,NA,SVC,AV,AV,SVC,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3743,8/19/2013,FGS,708 OUTLET,31.5,11.3,10.6,457.9,350.7,NA,NA,NA,SVC,AV,AV,SVC,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3746,8/19/2013,FGS,703 OUTLET,NA,15.1,11.9,399,357.5,NA,NA,NA,BDL,AV,AV,SVC,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3747,8/19/2013,FGS,1015 OUTLET,NA,12.7,8.6,369.1,300.5,NA,NA,NA,BDL,AV,AV,SVC,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3748,9/2/2013,FGS,819 OUTLET,22.6,6.7,5.6,287.5,310.1,NA,NA,NA,SVC,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3749,9/2/2013,FGS,844 OUTLET,37.9,5.9,7.3,277.5,327.2,NA,NA,NA,SVC,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3749,9/2/2013,FGS,844 OUTLET,57.7,2.8,3.2,266.9,274.5,NA,NA,NA,SVC,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3749,9/2/2013,FGS,844 OUTLET,NA,2.8,4.6,268,350.2,NA,NA,NA,BDL,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3752,9/2/2013,FGS,693 OUTLET,NA,5.2,2.9,284.2,295.6,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3753,9/2/2013,FGS,626 OUTLET,27.2,17.8,9.9,489.1,482.1,NA,NA,NA,SVC,AV,AV,AV,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3754,9/2/2013,FGS,708 OUTLET,NA,3.4,4.3,181.7,39.7,NA,NA,NA,BDL,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3755,9/2/2013,FGS,703 OUTLET,NA,4.3,3.7,175.3,134.9,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3756,9/2/2013,FGS,1015 OUTLET,NA,4.5,5.5,209.7,246.3,NA,NA,NA,BDL,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3757,9/16/2013,FGS,626 OUTLET,0.7,18.6,8.8,351.9,349.5,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3758,9/16/2013,FGS,703 OUTLET,3,5.3,4.3,242.7,259.5,NA,NA,NA,AV,AV,AV,AV,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3759,9/16/2013,FGS,708 OUTLET,3.6,3.1,2.9,200.9,156.3,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3760,9/16/2013,FGS,693 OUTLET,7.1,4.5,2.6,249.4,235.3,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3760,9/16/2013,FGS,693 OUTLET,3,13.3,65,283.2,225,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3760,9/16/2013,FGS,693 OUTLET,4.9,4.9,4.1,246.8,283,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3763,9/16/2013,FGS,844 OUTLET,1.9,4.3,6.4,269.9,235.6,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3764,9/16/2013,FGS,819 OUTLET,3.7,2.4,4.6,285,262.4,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3765,9/16/2013,FGS,1015 OUTLET,0.9,4.7,4.5,239.2,218.1,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3766,9/30/2013,FGS,819 OUTLET,3.7,5.3,4.5,295.2,356.2,NA,NA,NA,AV,AV,AV,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3766,9/30/2013,FGS,819 OUTLET,4.7,7.4,3.8,329.2,303.8,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3766,9/30/2013,FGS,819 OUTLET,6.7,3.2,5.1,312.5,358.8,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3769,9/30/2013,FGS,844 OUTLET,2.8,3.5,2.6,291.3,237,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3770,9/30/2013,FGS,693 OUTLET,4.7,6.1,3.3,220,268,NA,NA,NA,AV,AV,AV,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3771,9/30/2013,FGS,703 OUTLET,4.1,5.3,3.8,315.1,215.1,NA,NA,NA,AV,AV,AV,SVC,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3772,9/30/2013,FGS,708 OUTLET,2.2,4.9,5,255.5,280.5,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3773,9/30/2013,FGS,626 OUTLET,1.7,6.2,2.9,342.3,286.9,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3774,9/30/2013,FGS,1015 OUTLET,1.6,4.7,4.2,250.2,248.9,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3775,10/16/2013,FGS,1015 OUTLET,7.2,7.4,7.7,228,223.6,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3776,10/16/2013,FGS,819 OUTLET,4.4,11,19.5,318,346.3,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3776,10/16/2013,FGS,819 OUTLET,2.7,13.4,13.7,294.6,1602.2,NA,NA,NA,AV,AV,AV,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3776,10/16/2013,FGS,819 OUTLET,3.8,11.7,8.7,286.4,287.7,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3779,10/16/2013,FGS,844 OUTLET,8.1,19.4,11.5,447,292.6,NA,NA,NA,AV,AV,AV,SVC,SVC,"NA","NA","NA",NRAL,Results,Principal Investigator
3780,10/16/2013,FGS,626 OUTLET,42.7,18,27.2,376.1,333.5,NA,NA,NA,SVC,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3781,10/16/2013,FGS,708 OUTLET,87.7,15.4,13.5,260.5,254.8,NA,NA,NA,SVD,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3782,10/16/2013,FGS,703 OUTLET,3.7,17.1,14.1,230.5,158.2,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3783,10/16/2013,FGS,693 OUTLET,4.8,16.7,15,264.4,259.1,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3784,11/6/2013,FGS,1015 OUTLET,9.7,9.9,18.2,289.9,277.9,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3785,11/6/2013,FGS,819 OUTLET,4.1,6.5,14.4,236.5,239.1,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3786,11/6/2013,FGS,844 OUTLET,4,6.7,21,230.3,272.5,NA,NA,NA,AV,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3787,11/6/2013,FGS,693 OUTLET,1.9,6.8,15.3,237.4,251.2,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3788,11/6/2013,FGS,703 OUTLET,4.1,8.5,12.5,186.3,180.1,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3788,11/6/2013,FGS,703 OUTLET,2.4,9.4,10.3,195.6,182.1,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3788,11/6/2013,FGS,703 OUTLET,3.9,8.4,19.1,157.8,283.7,NA,NA,NA,AV,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3791,11/6/2013,FGS,708 OUTLET,7.7,13.4,19.5,304.4,406.9,NA,NA,NA,AV,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3792,11/6/2013,FGS,626 OUTLET,2.2,21.7,23.7,342.3,403.9,NA,NA,NA,AV,AV,SVC,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3793,11/27/2013,FGS,626 OUTLET,0.9,8.2,8.2,238.4,225.1,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3794,11/27/2013,FGS,708 OUTLET,10.2,9.3,6.1,244.6,236.7,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3795,11/27/2013,FGS,703 OUTLET,6.1,5.4,9.7,114.9,114.8,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3796,11/27/2013,FGS,693 OUTLET,3.5,9.9,6.5,232.8,202.5,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3797,11/27/2013,FGS,844 OUTLET,5.1,7.6,3.8,217.1,215.8,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3798,11/27/2013,FGS,819 OUTLET,0.9,15,5,240.8,211.8,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3799,11/27/2013,FGS,1015 OUTLET,4.4,25.7,6.4,341.3,248.5,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3799,11/27/2013,FGS,1015 OUTLET,4.3,13.5,8.5,258.5,240.5,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3799,11/27/2013,FGS,1015 OUTLET,4.9,7.3,4.4,239.9,232.3,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
84030,1/9/2014,FGS,1015 OUTLET,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,Not Available,Principal Investigator
3802,1/9/2014,FGS,626 OUTLET,2.9,12.5,35.2,222.3,309.1,NA,NA,NA,AV,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3803,1/9/2014,FGS,708 OUTLET,8.1,47.8,27.4,257.9,253.1,NA,NA,NA,AV,SVC,SVC,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3803,1/9/2014,FGS,708 OUTLET,9.3,15.2,12.1,238.7,228.8,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3803,1/9/2014,FGS,708 OUTLET,10.1,14.7,6.3,214.2,219.6,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3806,1/9/2014,FGS,703 OUTLET,5.7,5.2,27.6,146,220.4,NA,NA,NA,AV,AV,SVD,AV,SVD,"NA","NA","NA",NRAL,Results,Principal Investigator
3807,1/9/2014,FGS,693 OUTLET,5.4,11.1,8.7,274.4,163.9,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3808,1/9/2014,FGS,844 OUTLET,3.6,4,20.9,216.8,242.3,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3809,1/9/2014,FGS,819 OUTLET,3.5,5.6,6.1,218.6,206.2,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3810,1/29/2014,FGS,693 OUTLET,7.8,27.4,12.8,176,172.2,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3811,1/29/2014,FGS,703 OUTLET,4.6,18.9,5.7,177.2,139.7,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3812,1/29/2014,FGS,708 OUTLET,6.7,8.9,7.9,206.9,197.1,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
3812,1/29/2014,FGS,708 OUTLET,6.6,9.4,3.5,227.1,172.6,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",NRAL,Results,Principal Investigator
